src 104.85.118.250
8: 134.55.38.162 47.472
9: 206.223.119.12 48.029
10: 129.250.4.222 48.262
11: 23.213.180.22 47.742
src 104.73.39.226
1: 128.3.124.1 1.366
2: 131.243.244.130 0.542
3: 198.129.78.21 2.451
4: 134.55.38.146 2.577
5: 198.129.44.54 2.73
6: ***
7: 66.198.127.1 3.809
8: 66.198.127.18 4.785
9: 68.86.86.29 4.326
10: 68.86.86.98 12.079
11: 68.86.87.174 73.496
12: 68.86.86.141 83.105
13: 68.86.82.74 80.979
14: ***
15: ***
16: ***
17: ***
18: ***
255: ***
src 23.212.177.182
1: 128.3.124.1 16.21
2: 131.243.244.130 0.757
3: 198.129.78.21 2.529
4: 134.55.40.5 5.092
5: 134.55.50.202 26.677
6: 134.55.49.58 36.538
7: 134.55.43.81 47.566
8: 134.55.42.42 47.829
9: 134.55.37.66 63.988
10: 206.126.236.19 64.208
11: 89.149.185.14 64.665
12: 23.212.177.182 64.505
src 54.174.192.202
1: 128.3.124.1 9.026
2: 131.243.244.130 0.951
3: 198.129.78.21 2.692
4: 134.55.40.5 5.261
5: 134.55.50.202 27.201
6: 134.55.49.58 36.73
7: 134.55.43.81 47.722
8: 134.55.38.162 60.652
9: 206.223.119.98 47.652
10: 52.95.62.84 57.141
11: 52.95.62.97 47.624
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.221 66.343
17: 54.239.111.93 67.063
18: 205.251.244.225 66.162
19: ***
20: ***
21: ***
22: ***
23: ***
255: ***
src 104.106.241.104
1: 128.3.124.1 0.779
2: 131.243.244.130 0.507
3: 198.129.78.21 2.511
4: 134.55.40.5 5.005
5: 134.55.50.202 25.959
6: 134.55.49.58 36.498
7: 134.55.43.81 47.5
8: 134.55.42.42 47.742
9: 134.55.37.66 63.996
10: 206.126.236.12 64.668
11: 129.250.2.21 64.55
12: 129.250.2.148 70.72
13: 129.250.3.98 70.531
14: 129.250.202.170 70.175
15: 104.106.241.104 70.268
src 104.85.118.250
1: 128.3.124.1 9.96
2: 131.243.244.130 0.872
3: 198.129.78.21 2.709
4: 134.55.38.146 2.72
5: 198.129.44.54 2.927
6: 64.86.21.2 4.131
7: 66.198.127.1 4.359
8: 66.198.127.18 4.526
9: 68.86.86.69 4.108
10: 68.86.86.98 13.136
11: 68.86.87.174 72.067
12: 68.86.85.21 71.214
13: 68.86.85.9 540.664
14: 68.86.83.2 70.949
15: 104.85.118.250 73.288
src 54.197.238.114
1: 128.3.124.1 3.422
2: 131.243.244.130 0.644
3: 198.129.78.21 2.524
4: 134.55.40.5 5.138
5: 134.55.50.202 28.069
6: 134.55.49.58 36.639
7: 134.55.43.81 49.509
8: 134.55.38.162 47.551
9: 206.223.119.98 47.748
10: 52.95.62.132 533.751
11: 52.95.62.145 48.908
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.217 73.465
17: 54.239.111.105 66.916
18: 205.251.244.235 66.87
19: ***
20: ***
21: ***
22: ***
23: ***
255: 54.197.238.114 66.213
src 23.54.199.90
1: 128.3.124.1 0.766
2: 131.243.244.130 0.641
3: 198.129.78.21 2.566
4: 134.55.38.146 8.673
5: 206.111.6.168 2.764
6: 207.88.14.225 15.315
7: 207.88.14.210 10.49
8: 216.156.64.66 11.64
9: 107.14.19.52 17.41
10: 66.109.6.135 13.3
11: 107.14.16.90 13.297
12: 23.54.199.90 13.51
src 23.72.83.51
1: 128.3.124.1 520.537
2: 131.243.244.130 0.679
3: 198.129.78.21 2.567
4: 134.55.38.146 2.649
5: 66.220.6.249 11.048
6: 64.62.171.66 8.074
7: 12.122.114.54 53.982
8: ***
9: 12.122.85.97 54.065
10: 12.120.5.186 51.939
11: 12.120.85.64 52.883
12: 23.72.83.51 52.446
src 23.203.13.210
1: 128.3.124.1 15.453
2: 131.243.244.130 0.635
3: 198.129.78.21 2.568
4: 134.55.38.146 2.712
5: 66.220.6.249 2.742
6: 204.255.168.25 2.86
7: 152.63.36.209 67.309
8: 152.63.33.45 71.745
9: 152.179.50.166 66.934
10: 23.203.13.210 67.778
src 23.209.81.159
1: 128.3.124.1 0.883
2: 131.243.244.130 0.63
3: 198.129.78.21 2.583
4: 134.55.38.146 13.107
5: 198.129.44.34 2.755
6: 205.171.134.42 68.419
7: 216.206.47.190 68.788
8: 23.209.81.159 101.698
src 23.74.12.238
1: 128.3.124.1 8.158
2: 131.243.244.130 0.66
3: 198.129.78.21 2.561
4: 134.55.38.146 2.699
5: 206.223.116.234 2.782
6: 209.197.0.56 19.9
7: 205.185.218.6 19.924
8: 205.185.218.74 21.687
9: 23.74.12.238 21.075
src 184.85.171.120
1: 128.3.124.1 38.138
2: 131.243.244.130 1.016
3: 198.129.78.21 3.801
4: 134.55.38.146 2.813
5: 206.111.6.168 2.917
6: 207.88.14.233 18.06
7: 207.88.13.81 10.761
8: 184.85.171.120 11.76
src 23.33.115.40
1: 128.3.124.1 34.849
2: 131.243.244.130 0.973
3: 198.129.78.21 9.279
4: 134.55.38.146 2.677
5: 206.223.116.234 2.791
6: 209.197.0.65 11.76
7: 209.197.4.7 13.407
8: 209.197.20.42 63.601
9: 209.197.0.189 92.744
10: 23.33.115.40 87.196
src 23.73.198.112
1: 128.3.124.1 2.175
2: 131.243.244.130 0.618
3: 198.129.78.21 2.504
4: 134.55.38.146 13.31
5: 206.223.116.19 2.72
6: 141.136.108.238 2.927
7: 23.73.198.112 3.163
src 54.225.176.53
1: 128.3.124.1 50.73
2: 131.243.244.130 0.995
3: 198.129.78.21 3.259
4: 134.55.40.5 5.536
5: 134.55.50.202 25.998
6: 134.55.49.58 37.049
7: 134.55.43.81 47.598
8: 134.55.38.162 80.074
9: 206.223.119.98 47.653
10: 52.95.62.20 58.818
11: 52.95.62.33 48.268
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.223 67.656
17: 54.239.111.111 66.209
18: 205.251.244.233 66.19
19: ***
20: ***
21: ***
22: ***
23: ***
255: 54.225.176.53 66.277
src 199.181.133.61
1: 128.3.124.1 1.305
2: 131.243.244.130 0.638
3: 198.129.78.21 2.549
4: 134.55.218.133 2.757
5: 198.32.176.164 3.002
6: 66.186.192.193 3.827
7: 66.186.192.186 22.818
8: 66.186.192.46 24.575
9: 66.209.64.109 24.704
10: 66.209.72.14 23.327
11: ***
12: ***
13: ***
14: 199.181.133.61 20.322
src 23.213.106.237
1: 128.3.124.1 28.825
2: 131.243.244.130 0.604
3: 198.129.78.21 2.592
4: 134.55.38.146 3.589
5: 206.223.116.12 3.635
6: 129.250.3.120 3.164
7: 129.250.4.151 10.614
8: 129.250.4.107 10.5
9: 23.213.106.237 13.346
src 23.14.150.149
1: 128.3.124.1 4.178
2: 131.243.244.130 0.651
3: 198.129.78.21 2.586
4: 134.55.38.146 7.047
5: 206.223.116.234 20.136
6: 209.197.0.65 12.185
7: 209.197.4.7 14.174
8: 209.197.20.42 53.444
9: 209.197.0.189 74.148
10: 23.14.150.149 80.734
src 54.230.118.131
1: 128.3.124.1 7.585
2: 131.243.244.130 0.901
3: 198.129.78.21 3.443
4: 134.55.38.146 3.046
5: 206.223.116.177 3.095
6: ***
7: ***
8: 72.21.222.236 4.834
9: ***
10: ***
11: ***
12: 54.230.118.131 4.003
src 23.60.10.92
1: 128.3.124.1 7.217
2: 131.243.244.130 0.644
3: 198.129.78.21 2.541
4: 134.55.38.146 2.731
5: 198.129.44.54 2.835
6: 64.86.21.2 87.541
7: 66.198.127.1 87.613
8: 66.198.127.26 87.268
9: 66.110.57.81 85.118
10: 66.110.72.5 85.231
11: 63.243.152.61 87.919
12: 63.243.152.146 84.001
13: 23.60.10.92 82.778
src 192.243.251.85
1: 128.3.124.1 1.724
2: 131.243.244.130 0.621
3: 198.129.78.21 2.572
4: 134.55.40.5 5.179
5: 134.55.50.202 26.05
6: 134.55.49.58 36.591
7: 134.55.43.81 47.623
8: 134.55.42.42 48.197
9: 134.55.37.66 64.106
10: 206.126.236.12 64.773
11: 129.250.200.146 70.338
12: 208.77.138.202 70.414
13: 192.243.251.85 70.389
src 23.213.123.129
1: 128.3.124.1 19.319
2: 131.243.244.130 0.631
3: 198.129.78.21 2.575
4: 134.55.38.146 2.696
5: 206.223.116.12 3.365
6: 129.250.3.120 3.169
7: 129.250.4.151 10.3
8: 129.250.4.107 10.434
9: 23.213.123.129 13.919
src 54.192.39.158
1: 128.3.124.1 3.447
2: 131.243.244.130 5.033
3: 198.129.78.21 2.93
4: 134.55.38.146 3.051
5: 198.129.44.34 2.991
6: ***
7: 65.124.168.150 68.984
8: 54.240.202.50 68.591
9: 54.240.228.214 69.751
10: 54.240.229.203 69.859
11: 54.240.228.191 69.194
12: 54.240.217.59 68.942
13: ***
14: ***
15: ***
16: 54.192.39.158 68.653
src 23.42.88.148
1: 128.3.124.1 2.188
2: 131.243.244.130 0.64
3: 198.129.78.21 2.572
4: 134.55.38.146 2.704
5: 206.223.116.12 3.335
6: 129.250.3.120 4.014
7: 129.250.4.151 13.084
8: 129.250.4.107 13.333
9: 129.250.4.206 16.812
10: 128.242.180.98 16.113
11: 23.42.88.148 16.047
src 64.233.176.91
1: 128.3.124.1 1.418
2: 131.243.244.130 1.002
3: 198.129.78.21 3.96
4: 134.55.38.146 2.643
5: 198.129.44.10 2.793
6: 216.239.42.159 9.771
7: 209.85.246.38 3.965
8: 216.239.46.240 47.778
9: 209.85.241.29 70.945
10: 209.85.254.102 70.891
11: 216.239.56.166 70.564
12: ***
13: 64.233.176.91 70.49
src 184.86.39.140
1: 128.3.124.1 1.703
2: 131.243.244.130 0.651
3: 198.129.78.21 2.576
4: 134.55.38.146 13.607
5: 206.223.116.19 4.532
6: 89.149.183.94 75.299
7: 69.31.143.18 62.537
8: 184.86.39.140 62.696
src 23.203.225.167
1: 128.3.124.1 0.879
2: 131.243.244.130 0.656
3: 198.129.78.21 2.575
4: 134.55.38.146 2.696
5: 198.129.44.34 2.758
6: ***
7: 63.150.8.182 3.743
8: 23.203.225.167 3.406
src 74.125.141.105
1: 128.3.124.1 4.621
2: 131.243.244.130 0.977
3: 198.129.78.21 2.55
4: 134.55.38.146 10.336
5: 198.129.44.10 2.911
6: 216.239.42.157 3.927
7: 209.85.249.63 4.065
8: 216.239.46.240 47.879
9: 209.85.241.29 70.645
10: 209.85.254.102 71.143
11: 209.85.249.238 75.687
12: 209.85.247.181 74.389
13: ***
14: 74.125.141.105 74.518
src 23.194.128.69
1: 128.3.124.1 18.332
2: 131.243.244.130 0.768
3: 198.129.78.21 32.844
4: 134.55.38.146 2.724
5: 66.220.6.249 7.337
6: 184.105.213.114 52.426
7: 184.105.81.98 56.22
8: ***
9: 23.194.128.69 49.789
src 96.43.149.26
1: 128.3.124.1 3.385
2: 131.243.244.130 2.456
3: 198.129.78.21 2.981
4: 134.55.40.5 5.181
5: 134.55.50.202 27.656
6: 134.55.49.58 36.734
7: 134.55.43.81 47.55
8: 134.55.38.162 47.759
9: 206.223.119.12 48.006
10: 129.250.4.222 48.343
11: 129.250.193.86 66.534
12: 13.108.1.1 84.547
13: ***
14: 96.43.149.26 67.446
src 184.24.41.106
1: 128.3.124.1 3.387
2: 131.243.244.130 0.76
3: 198.129.78.21 2.58
4: 134.55.38.146 4.218
5: 206.111.6.168 4.281
6: 207.88.13.228 53.209
7: 207.88.12.148 52.354
8: 207.88.12.150 53.475
9: 207.88.12.161 52.478
10: 207.88.12.144 52.795
11: 207.88.12.190 52.698
12: 207.88.12.189 52.604
13: 207.88.12.164 58.358
14: 207.88.13.131 52.456
15: 216.1.123.18 52.754
16: 184.24.41.106 53.359
src 198.35.26.96
1: 128.3.124.1 39.304
2: 131.243.244.130 0.778
3: 198.129.78.21 2.566
4: 134.55.38.146 2.816
5: 206.223.116.86 2.979
6: 64.125.28.2 3.181
7: 64.125.31.14 3.581
8: 64.125.24.226 28.986
9: 209.133.4.58 4.417
10: 198.35.26.96 4.455
src 104.70.76.128
1: 128.3.124.1 42.463
2: 131.243.244.130 0.662
3: 198.129.78.21 3.177
4: 134.55.38.146 2.845
5: 198.129.44.54 2.944
6: 64.86.21.2 3.887
7: 66.198.127.1 3.978
8: 66.198.127.34 4.433
9: 68.86.86.145 4.195
10: 68.86.86.98 13.461
11: 68.86.87.174 72.331
12: 68.86.85.21 71.428
13: 68.86.85.9 72.875
14: 68.86.83.74 70.758
15: 104.70.76.128 70.584
src 54.236.158.240
1: 128.3.124.1 67.994
2: 131.243.244.130 1.052
3: 198.129.78.21 2.627
4: 134.55.40.5 6.576
5: 134.55.50.202 26.829
6: 134.55.49.58 36.709
7: 134.55.43.81 47.945
8: 134.55.38.162 47.632
9: 206.223.119.98 49.624
10: 52.95.62.84 54.3
11: 52.95.62.97 50.304
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.207 84.276
17: 54.239.110.61 67.658
18: 205.251.245.242 67.283
19: ***
20: ***
21: ***
22: ***
23: ***
255: 54.236.158.240 65.869
src 104.73.224.56
1: 128.3.124.1 565.984
2: 131.243.244.130 0.743
3: 198.129.78.21 3.451
4: 134.55.40.5 5.713
5: 134.55.50.202 27.444
6: 134.55.49.58 36.62
7: 134.55.43.81 48.636
8: 134.55.38.162 47.723
9: 206.223.119.12 48.586
10: 104.73.224.56 48.711
src 54.191.227.98
1: 128.3.124.1 1.54
2: 131.243.244.130 0.658
3: 198.129.78.21 2.601
4: 134.55.40.5 5.109
5: 134.55.43.21 19.459
6: 207.231.242.12 19.212
7: 52.95.53.2 29.859
8: 52.95.53.7 26.75
9: 54.239.41.193 25.882
10: 205.251.232.149 28.935
11: 54.239.48.177 27.316
12: ***
13: ***
14: ***
15: 54.191.227.98 27.213
src 23.36.90.177
1: 128.3.124.1 3.965
2: 131.243.244.130 0.773
3: 198.129.78.21 2.698
4: 134.55.38.146 2.842
5: 206.223.116.234 2.902
6: 209.197.0.65 12.985
7: 209.197.4.7 13.476
8: 209.197.20.42 54.12
9: 209.197.0.189 73.94
10: 23.36.90.177 80.553
src 173.223.239.157
1: 128.3.124.1 15.692
2: 131.243.244.130 6.776
3: 198.129.78.21 3.067
4: 134.55.38.146 2.804
5: 206.223.116.200 3.259
6: 63.218.218.142 65.647
7: 63.218.219.94 65.715
8: 173.223.239.157 66.0
src 216.58.208.131
1: 128.3.124.1 2.103
2: 131.243.244.130 0.618
3: 198.129.78.21 3.024
4: 134.55.38.146 3.912
5: 198.129.44.10 2.774
6: 216.239.42.159 3.417
7: 209.85.246.20 3.531
8: 216.239.46.212 47.927
9: 216.239.59.83 48.185
10: 216.239.47.38 48.065
11: 72.14.232.72 68.898
12: 209.85.254.244 139.533
13: 209.85.245.175 139.13
14: 72.14.237.58 139.061
15: 72.14.232.215 139.507
16: 216.239.43.211 139.804
17: 216.58.208.131 139.585
src 172.230.170.54
1: 128.3.124.1 5.342
2: 131.243.244.130 0.993
3: 198.129.78.21 2.998
4: 134.55.38.146 3.016
5: 206.223.116.200 4.87
6: 63.218.179.10 3.461
7: 172.230.170.54 3.141
src 23.197.16.176
1: 128.3.124.1 1.139
2: 131.243.244.130 0.667
3: 198.129.78.21 2.569
4: 134.55.38.146 17.555
5: 198.129.44.34 2.652
6: ***
7: 63.148.121.122 48.711
8: 23.197.16.176 48.505
src 23.193.28.39
1: 128.3.124.1 3.365
2: 131.243.244.130 1.985
3: 198.129.78.21 3.913
4: 134.55.38.146 4.012
5: 206.223.116.86 2.713
6: 64.125.31.12 5.053
7: 64.125.25.54 53.851
8: 64.125.20.249 52.58
9: 64.125.28.50 52.478
10: 23.193.28.39 52.571
src 104.91.251.192
1: 128.3.124.1 8.446
2: 131.243.244.130 1.025
3: 198.129.78.21 2.999
4: 134.55.38.146 2.808
5: 198.129.44.54 2.994
6: ***
7: 66.198.127.1 79.999
8: 66.198.127.26 76.007
9: 66.110.57.81 76.068
10: 66.110.56.5 74.839
11: 66.110.56.94 74.635
12: 64.86.113.142 74.998
13: 104.91.251.192 74.225
src 23.204.101.214
1: 128.3.124.1 12.034
2: 131.243.244.130 1.019
3: 198.129.78.21 2.699
4: 134.55.40.5 5.368
5: 134.55.50.202 26.319
6: 134.55.49.58 37.144
7: 134.55.43.81 47.668
8: 134.55.42.42 48.058
9: 134.55.37.66 64.397
10: 206.126.236.19 64.573
11: 89.149.181.125 101.298
12: 173.205.59.102 85.821
13: 23.204.101.214 85.392
src 216.137.36.89
1: 128.3.124.1 2.072
2: 131.243.244.130 0.66
3: 198.129.78.21 2.572
4: 134.55.38.146 17.882
5: 206.223.116.177 2.83
6: 205.251.229.171 3.501
7: 205.251.229.67 3.431
8: 205.251.231.116 4.261
9: ***
10: 4.28.72.233 1546.912
11: 4.15.238.86 68.232
12: 216.137.36.89 3.637
src 23.21.88.183
1: 128.3.124.1 1.697
2: 131.243.244.130 0.632
3: 198.129.78.21 3.149
4: 134.55.40.5 5.127
5: 134.55.50.202 26.833
6: 134.55.49.58 36.912
7: 134.55.43.81 47.707
8: 134.55.38.162 47.602
9: 206.223.119.98 47.653
10: 52.95.62.116 58.325
11: 52.95.62.129 48.043
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.203 87.48
17: 54.239.111.75 67.078
18: 205.251.244.193 66.893
19: ***
20: ***
21: ***
22: ***
23: ***
255: 23.21.88.183 65.754
src 104.69.220.136
1: 128.3.124.1 16.471
2: 131.243.244.130 1.166
3: 198.129.78.21 2.655
4: 134.55.38.146 2.721
5: 198.129.44.54 2.851
6: ***
7: 66.198.127.1 5.89
8: 66.198.127.34 5.981
9: 68.86.86.69 5.29
10: 68.86.86.98 12.663
11: 68.86.87.174 73.692
12: 68.86.85.21 72.779
13: 68.86.85.9 73.898
14: 68.86.86.54 71.838
15: 104.69.220.136 70.819
src 52.84.25.7
1: 128.3.124.1 3.543
2: 131.243.244.130 0.913
3: 198.129.78.21 3.307
4: 134.55.40.5 5.129
5: 134.55.43.21 19.377
6: 207.231.242.12 19.143
7: 52.95.52.156 24.086
8: 52.95.52.161 19.428
9: 205.251.226.85 21.496
10: ***
11: ***
12: ***
13: 52.84.25.7 19.537
src 23.66.160.91
1: 128.3.124.1 7.762
2: 131.243.244.130 1.036
3: 198.129.78.21 3.01
4: 134.55.38.146 3.569
5: 198.129.44.34 3.123
6: 205.171.134.34 68.597
7: 23.66.160.91 68.978
src 23.203.156.41
1: 128.3.124.1 3.04
2: 131.243.244.130 0.655
3: 198.129.78.21 2.725
4: 134.55.40.5 5.269
5: 134.55.50.202 26.25
6: 134.55.49.58 36.628
7: 134.55.43.81 47.784
8: 134.55.42.42 47.905
9: 134.55.37.66 64.122
10: 206.126.236.103 65.371
11: 23.203.156.41 65.048
src 207.171.166.22
1: 128.3.124.1 2.192
2: 131.243.244.130 3.366
3: 198.129.78.21 2.547
4: 134.55.40.5 5.022
5: 134.55.50.202 25.983
6: 134.55.49.58 39.075
7: 134.55.43.81 47.511
8: 134.55.38.162 47.923
9: 206.223.119.98 47.686
10: 52.95.62.68 71.702
11: 52.95.62.81 65.851
12: ***
13: ***
14: 54.239.109.200 90.856
15: 54.239.109.209 66.893
16: 72.21.222.139 67.012
17: ***
18: ***
19: ***
20: ***
21: 207.171.166.22 66.086
src 23.213.199.142
1: 128.3.124.1 12.799
2: 131.243.244.130 1.527
3: 198.129.78.21 2.961
4: 134.55.40.5 5.269
5: 134.55.50.202 26.235
6: 134.55.49.58 39.158
7: 134.55.43.81 47.894
8: 134.55.38.162 47.793
9: 206.223.119.12 48.614
10: 129.250.4.222 48.555
11: 23.213.199.142 47.808
src 104.71.55.56
1: 128.3.124.1 5.915
2: 131.243.244.130 2.542
3: 198.129.78.21 2.618
4: 134.55.38.146 2.738
5: 198.129.44.34 2.869
6: ***
7: 104.71.55.56 72.659
src 23.10.159.97
1: 128.3.124.1 0.855
2: 131.243.244.130 0.576
3: 198.129.78.21 2.581
4: 134.55.38.146 12.687
5: 206.223.116.19 2.811
6: 141.136.111.214 11.139
7: 23.10.159.97 11.239
src 184.30.180.192
1: 128.3.124.1 1.184
2: 131.243.244.130 0.635
3: 198.129.78.21 2.554
4: 134.55.38.146 2.691
5: 206.223.116.234 2.776
6: 209.197.6.18 2.848
7: 184.30.180.192 3.094
src 23.221.13.147
1: 128.3.124.1 1.406
2: 131.243.244.130 1.977
3: 198.129.78.21 3.935
4: 134.55.38.146 12.999
5: 66.220.6.249 9.818
6: 64.62.171.66 7.044
7: 12.122.114.54 52.209
8: ***
9: 12.122.85.97 54.137
10: 12.120.5.186 51.688
11: 12.120.85.84 52.185
12: 23.221.13.147 51.757
src 104.73.113.106
1: 128.3.124.1 0.854
2: 131.243.244.130 0.642
3: 198.129.78.21 2.57
4: 134.55.40.5 5.119
5: 134.55.50.202 26.047
6: 134.55.49.58 36.579
7: 134.55.43.81 47.596
8: 134.55.36.46 64.736
9: 134.55.221.73 64.547
10: 206.126.236.12 65.173
11: 129.250.2.23 65.406
12: 129.250.2.87 92.482
13: 129.250.2.185 91.675
14: 104.73.113.106 91.921
src 23.72.74.165
1: 128.3.124.1 1.646
2: 131.243.244.130 0.638
3: 198.129.78.21 2.535
4: 134.55.38.146 11.439
5: 66.220.6.249 5.282
6: 64.62.171.66 6.206
7: 12.122.114.54 53.903
8: ***
9: 12.122.85.97 52.682
10: 12.120.5.186 60.091
11: 12.120.85.64 65.798
12: 23.72.74.165 51.334
src 172.230.187.133
1: 128.3.124.1 0.785
2: 131.243.244.130 0.629
3: 198.129.78.21 2.551
4: 134.55.38.146 10.251
5: 206.223.116.200 3.081
6: 63.218.179.10 3.08
7: 172.230.187.133 3.108
src 54.245.101.240
1: 128.3.124.1 8.19
2: 131.243.244.130 0.986
3: 198.129.78.21 2.953
4: 134.55.40.5 5.235
5: 134.55.43.21 19.479
6: 207.231.242.12 19.464
7: 52.95.52.54 32.985
8: 52.95.52.57 28.859
9: 54.239.41.191 25.819
10: 205.251.232.143 27.395
11: 54.239.48.177 27.169
12: ***
13: ***
14: ***
15: ***
16: ***
255: 54.245.101.240 27.204
src 23.5.230.117
1: 128.3.124.1 2.451
2: 131.243.244.130 2.063
3: 198.129.78.21 4.032
4: 134.55.38.146 2.666
5: 206.223.116.12 3.343
6: 129.250.6.158 3.07
7: 23.5.230.117 3.358
src 198.41.214.67
1: 128.3.124.1 22.658
2: 131.243.244.130 0.619
3: 198.129.78.21 2.673
4: 134.55.38.146 3.147
5: 206.223.116.19 2.792
6: 69.22.130.242 2.858
7: 198.41.214.67 2.862
src 23.203.215.248
1: 128.3.124.1 0.815
2: 131.243.244.130 0.629
3: 198.129.78.21 2.555
4: 134.55.38.146 15.678
5: 198.129.44.34 2.776
6: ***
7: 63.150.8.182 3.663
8: 23.203.215.248 3.392
src 23.202.219.41
1: 128.3.124.1 38.226
2: 131.243.244.130 0.625
3: 198.129.78.21 2.604
4: 134.55.40.5 5.099
5: 134.55.50.202 26.066
6: 134.55.49.58 36.591
7: 134.55.43.81 53.166
8: 134.55.42.42 47.862
9: 134.55.37.66 64.127
10: 206.126.236.102 65.526
11: 23.202.219.41 64.659
src 184.169.129.16
1: 128.3.124.1 8.677
2: 131.243.244.130 0.676
3: 198.129.78.21 2.808
4: 134.55.38.146 2.706
5: 206.223.116.177 2.821
6: ***
7: ***
8: 205.251.230.118 3.711
9: ***
10: ***
11: ***
12: ***
13: ***
255: 184.169.129.16 3.3
src 23.235.47.193
1: 128.3.124.1 8.502
2: 131.243.244.130 0.875
3: 198.129.78.21 2.836
4: 134.55.38.146 2.926
5: 206.223.116.12 4.287
6: ***
7: ***
8: 23.235.47.193 3.571
src 23.33.112.117
1: 128.3.124.1 3.342
2: 131.243.244.130 0.611
3: 198.129.78.21 2.892
4: 134.55.38.146 3.071
5: 206.223.116.234 2.753
6: 209.197.0.65 13.439
7: 209.197.4.7 15.439
8: 209.197.20.42 65.276
9: 209.197.0.189 86.219
10: 23.33.112.117 89.184
src 23.4.31.48
1: 128.3.124.1 8.054
2: 131.243.244.130 0.898
3: 198.129.78.21 2.68
4: 134.55.38.146 4.753
5: 206.223.116.12 3.33
6: 129.250.3.120 3.295
7: 129.250.4.151 13.705
8: 129.250.4.107 13.769
9: 129.250.4.206 16.585
10: 128.242.180.98 16.265
11: 23.4.31.48 16.034
src 54.152.141.6
1: 128.3.124.1 1.954
2: 131.243.244.130 0.617
3: 198.129.78.21 2.582
4: 134.55.40.5 5.746
5: 134.55.50.202 26.094
6: 134.55.49.58 37.258
7: 134.55.43.81 47.61
8: 134.55.38.162 47.683
9: 206.223.119.98 47.813
10: 52.95.62.84 52.428
11: 52.95.62.97 48.012
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.245 84.043
17: 54.239.109.147 67.347
18: 205.251.245.53 66.332
19: ***
20: ***
21: ***
22: ***
23: ***
255: 54.152.141.6 65.97
src 184.50.36.117
1: 128.3.124.1 2.862
2: 131.243.244.130 1.714
3: 198.129.78.21 2.974
4: 134.55.38.146 3.89
5: 66.220.6.249 10.688
6: 64.62.171.66 6.222
7: 12.122.149.146 81.457
8: 12.122.31.133 82.375
9: 12.122.2.81 73.977
10: 12.122.2.109 78.097
11: ***
12: 199.7.50.163 69.214
13: 12.120.37.146 78.008
14: 12.120.107.64 74.932
15: 184.50.36.117 74.413
src 23.193.72.192
1: 128.3.124.1 36.122
2: 131.243.244.130 0.655
3: 198.129.78.21 4.542
4: 134.55.38.146 2.694
5: 66.220.6.249 2.69
6: 206.223.116.80 3.336
7: 23.193.72.192 3.372
src 192.221.100.126
1: 128.3.124.1 0.882
2: 131.243.244.130 0.626
3: 198.129.78.21 2.561
4: 134.55.38.146 21.126
5: 66.220.6.249 9.448
6: 184.105.223.250 19.845
7: ***
8: 4.69.156.41 75.001
9: 4.69.156.41 74.661
10: 192.221.100.126 74.18
src 23.59.233.89
1: 128.3.124.1 1.15
2: 131.243.244.130 0.657
3: 198.129.78.21 2.588
4: 134.55.38.146 12.686
5: 206.223.116.234 2.823
6: 209.197.0.65 11.667
7: 209.197.4.7 20.656
8: 209.197.20.42 64.13
9: 209.197.0.189 84.522
10: 23.59.233.89 85.756
src 54.235.82.80
1: 128.3.124.1 2.654
2: 131.243.244.130 1.107
3: 198.129.78.21 2.59
4: 134.55.40.5 5.142
5: 134.55.50.202 27.25
6: 134.55.49.58 36.609
7: 134.55.43.81 47.641
8: 134.55.38.162 47.599
9: 206.223.119.98 47.674
10: 52.95.62.116 48.78
11: 52.95.62.129 48.092
12: ***
13: ***
14: ***
15: ***
16: 54.239.110.227 97.955
17: 54.239.109.115 66.105
18: 205.251.245.252 67.242
19: ***
20: ***
21: ***
22: ***
23: ***
255: 54.235.82.80 65.799
src 104.70.67.12
1: 128.3.124.1 0.933
2: 131.243.244.130 0.764
3: 198.129.78.21 2.708
4: 134.55.38.146 15.011
5: 198.129.44.54 3.021
6: 64.86.21.2 3.851
7: 66.198.127.1 3.854
8: 66.198.127.14 4.966
9: 68.86.86.29 4.196
10: 68.86.86.98 13.238
11: 68.86.87.174 72.29
12: 68.86.85.21 71.368
13: 68.86.85.9 73.069
14: 68.86.86.54 70.863
15: 104.70.67.12 70.775
src 23.47.82.118
1: 128.3.124.1 4.648
2: 131.243.244.130 0.626
3: 198.129.78.21 2.524
4: 134.55.38.146 15.4
5: 198.129.44.34 2.755
6: ***
7: 23.47.82.118 10.075
src 172.232.55.185
1: 128.3.124.1 52.579
2: 131.243.244.130 0.618
3: 198.129.78.21 2.557
4: 134.55.40.5 5.143
5: 134.55.50.202 26.028
6: 134.55.49.58 36.512
7: 134.55.43.81 47.598
8: 134.55.36.46 64.686
9: 134.55.221.69 85.219
10: 206.126.236.73 65.135
11: 172.232.55.185 65.208
src 23.201.70.241
1: 128.3.124.1 36.457
2: 131.243.244.130 0.671
3: 198.129.78.21 2.511
4: 134.55.40.5 5.281
5: 134.55.50.202 26.09
6: 134.55.49.58 36.735
